1000 10000
373 479 25
33 475 53
764 648 15
422 22 78
446 387 64
413 48 31
164 35 48
773 849 75
482 630 5
670 269 68
89 994 100
65 28 27
618 792 75
332 214 49
310 12 36
425 426 85
555 942 20
755 67 21
781 550 3
685 572 72
105 13 66
356 79 46
82 697 90
808 29 57
556 691 69
43 117 95
227 24 89
798 779 57
570 912 59
972 598 83
995 55 97
13 763 28
58 845 25
248 5 6
4 913 50
772 956 67
319 536 43
159 686 75
715 257 87
525 229 37
908 577 92
656 590 7
483 648 52
7 248 9
264 604 22
213 377 31
631 48 19
426 207 57
0 275 66
486 800 48
275 60 25
118 716 15
725 199 15
528 558 64
337 823 68
410 388 97
792 20 97
62 446 57
19 798 32
584 636 84
731 911 45
807 30 13
121 755 13
436 283 23
351 972 46
518 383 87
767 527 59
63 590 57
919 961 55
402 897 91
38 981 3
382 788 85
794 262 40
758 50 75
281 401 48
978 271 83
64 38 10
522 454 52
778 725 65
184 480 63
875 518 96
829 252 36
813 46 98
904 157 48
278 438 49
625 768 73
707 833 11
669 707 17
220 838 95
437 374 75
199 601 93
646 430 45
881 595 43
379 499 100
926 778 90
227 755 59
799 815 44
761 484 3
530 56 93
24 493 68
350 44 69
842 690 100
938 572 47
432 303 47
732 581 77
173 808 32
383 959 47
426 73 83
881 603 40
173 979 85
840 329 30
109 523 72
160 461 44
806 893 47
304 977 29
932 503 89
964 886 1
162 665 74
197 546 29
288 71 8
872 912 89
853 373 12
525 885 25
768 43 18
667 348 48
147 280 51
787 596 37
387 111 54
412 660 100
392 948 24
999 820 88
639 26 61
450 551 98
74 671 41
944 338 41
791 837 74
493 625 22
729 364 33
335 129 93
486 521 93
709 873 14
196 512 40
408 315 43
505 389 14
646 685 53
486 828 42
311 321 19
733 403 84
265 738 65
810 224 86
302 934 59
967 482 24
658 891 39
900 396 80
814 394 18
418 881 46
859 544 68
278 277 71
413 543 61
677 705 37
814 359 23
825 327 6
348 985 97
538 238 45
469 52 40
86 822 73
532 681 17
651 311 95
173 76 90
433 105 95
269 272 6
392 97 33
997 797 71
845 335 61
89 804 13
80 891 87
952 775 20
369 426 84
63 599 60
4 32 18
650 653 90
655 45 87
988 394 36
10 591 71
270 681 27
934 761 70
420 66 45
291 435 23
474 850 22
86 854 6
803 504 60
144 159 57
582 499 4
817 861 95
739 483 28
465 769 42
435 541 60
531 833 95
54 307 97
527 393 51
33 548 7
544 692 18
452 274 18
107 443 31
2 182 15
281 648 84
674 435 26
133 966 59
379 20 18
475 548 64
777 933 12
583 829 57
901 281 31
70 389 75
452 743 9
966 376 57
602 51 92
427 536 11
437 916 31
106 743 31
169 521 16
133 104 45
789 357 79
71 779 68
797 232 63
706 198 39
262 152 42
606 931 79
916 720 47
598 827 90
181 996 11
696 481 68
393 270 25
371 342 57
90 139 89
552 845 39
742 460 92
984 66 23
114 334 44
160 932 71
949 113 19
612 162 1
379 907 23
855 278 65
111 720 5
599 624 2
990 366 62
181 702 80
303 816 14
498 976 99
520 278 64
539 242 78
391 621 85
513 828 15
330 940 35
286 891 59
87 233 78
701 414 80
732 70 97
746 568 25
396 89 55
159 980 97
437 723 18
621 588 99
788 918 91
322 204 34
833 644 68
710 697 82
289 429 52
37 527 73
762 923 14
116 435 94
713 872 69
282 845 57
32 985 28
722 308 84
656 493 28
823 203 77
756 844 7
760 882 86
684 644 62
697 112 97
42 177 21
110 812 18
118 844 4
45 567 64
529 575 57
8 398 12
185 506 56
143 266 38
980 950 34
741 999 47
289 41 24
709 151 36
679 270 81
634 667 100
897 196 75
5 205 25
316 742 31
471 885 50
509 865 52
542 959 52
40 248 93
716 310 97
851 989 19
183 623 86
434 872 83
908 877 40
484 193 82
567 664 67
916 525 84
919 420 43
570 812 44
615 528 54
811 732 43
629 915 18
114 702 90
148 962 67
387 447 12
368 14 28
586 282 6
22 201 26
64 772 90
59 739 19
12 550 51
306 531 18
223 997 20
364 146 83
382 885 30
593 606 96
173 192 78
278 566 31
155 983 3
844 42 94
62 55 44
364 361 27
582 937 25
853 301 23
735 684 60
416 277 66
111 450 11
440 80 77
971 235 60
625 432 3
19 846 10
314 211 71
141 793 8
317 998 62
639 734 46
198 150 75
716 614 78
426 406 58
54 377 46
666 3 78
320 374 24
29 688 35
451 829 80
811 146 79
472 137 65
169 688 67
143 404 33
920 182 40
130 236 17
575 902 72
804 574 46
527 603 35
814 407 64
245 570 63
675 42 100
839 211 88
506 706 44
138 979 26
177 109 15
946 684 69
717 488 44
215 367 99
49 533 6
64 779 76
226 454 70
878 294 33
217 152 92
961 642 71
886 172 80
400 470 16
169 187 56
512 402 23
162 803 9
220 868 88
495 446 42
517 676 88
101 894 92
392 855 87
662 93 59
393 846 81
808 15 68
63 879 23
38 41 26
546 261 46
185 109 45
278 978 21
666 431 67
909 824 74
795 838 68
205 232 14
85 392 81
505 808 60
679 198 53
656 96 67
502 281 28
498 559 58
170 577 89
737 839 65
510 634 4
377 192 88
442 629 32
522 134 40
833 813 90
538 470 86
504 324 19
283 822 31
40 992 60
580 81 99
945 592 86
500 321 78
639 764 7
170 638 94
862 472 59
751 10 29
89 866 5
707 501 79
589 541 24
49 473 5
347 770 49
632 270 71
461 261 87
920 432 25
513 646 49
271 749 11
852 838 77
756 898 30
187 839 71
610 888 97
114 588 67
563 220 38
685 34 51
923 954 83
799 819 81
148 442 31
210 294 21
139 403 71
568 590 11
891 552 99
687 666 87
253 581 60
442 618 94
893 541 100
127 341 19
8 841 61
990 51 8
810 190 63
881 759 5
143 650 57
941 337 75
680 942 57
639 385 75
984 630 17
635 757 10
753 117 51
665 107 2
224 270 45
186 503 4
90 646 6
898 587 95
373 619 37
429 610 74
455 946 4
23 581 62
932 686 31
34 352 39
188 928 9
532 115 12
987 557 10
92 456 49
238 181 69
974 962 79
448 417 26
903 793 59
116 725 46
447 760 50
885 300 78
945 832 93
508 819 3
717 263 11
865 501 92
985 827 6
716 627 23
393 531 16
651 647 94
596 94 6
245 331 6
175 628 90
219 136 61
821 205 76
583 423 29
174 408 56
79 476 36
754 869 67
221 521 66
766 469 13
423 67 96
380 242 25
169 461 13
481 635 19
56 218 42
484 745 2
92 176 79
327 282 100
445 504 73
210 622 43
774 46 62
670 426 56
546 948 69
558 429 56
776 486 75
769 322 72
523 414 48
401 741 31
500 186 87
825 749 9
619 523 7
480 545 86
287 91 34
555 650 15
811 778 1
637 900 24
208 423 38
307 176 32
337 28 18
575 853 67
436 472 43
342 952 88
379 591 32
12 147 34
427 310 12
679 947 12
254 507 87
892 814 63
975 504 92
892 79 45
911 867 70
453 562 74
892 941 66
423 306 13
956 733 75
268 764 22
831 19 29
170 263 95
332 238 99
875 482 31
272 393 50
141 846 12
314 91 54
79 514 60
343 471 45
917 91 61
790 274 80
170 444 95
365 129 33
415 356 16
897 628 61
247 121 8
158 788 99
363 219 65
874 563 36
470 832 79
831 623 54
562 145 50
557 510 31
789 278 88
856 175 68
317 422 42
976 581 30
726 296 1
990 171 64
78 641 49
256 824 24
61 387 69
311 944 32
393 85 10
480 942 85
900 611 60
793 587 93
122 313 89
374 655 12
190 733 6
838 342 30
461 403 69
581 66 13
212 460 99
473 292 93
910 544 4
769 337 91
561 811 56
1 186 63
613 376 97
218 566 91
999 379 46
168 960 13
280 525 25
830 998 69
322 260 14
777 29 51
819 942 15
526 944 1
889 557 29
337 127 95
127 126 74
24 294 34
636 927 11
412 757 62
481 432 22
446 561 52
748 381 46
862 259 90
514 148 99
542 837 26
136 316 5
109 341 99
395 329 26
205 742 36
366 575 20
140 21 81
943 769 62
688 984 22
730 498 22
328 393 60
406 529 76
610 991 17
460 738 47
238 295 41
125 14 16
444 154 37
324 97 58
938 785 42
811 515 93
832 196 86
43 954 67
219 916 10
87 376 48
285 966 44
225 91 10
92 535 64
628 860 13
638 798 50
631 609 18
123 793 66
360 837 20
127 408 36
236 495 64
84 133 31
579 710 22
440 803 10
455 783 70
567 421 20
168 53 81
285 528 74
950 889 63
569 16 71
456 604 19
720 688 52
950 619 62
623 411 65
832 866 1
253 433 22
472 602 27
4 239 56
978 190 45
492 111 13
63 568 17
833 288 58
384 590 29
997 213 41
414 398 7
614 651 93
587 476 47
614 480 86
169 810 28
965 303 40
129 718 60
545 551 100
354 287 90
783 636 55
975 50 5
681 16 9
173 604 85
619 218 17
657 739 80
884 56 35
223 185 5
834 82 56
733 789 95
574 924 31
629 899 82
785 580 50
593 106 54
229 77 24
346 734 15
625 971 71
911 546 8
915 381 43
822 114 32
16 689 8
846 670 7
79 807 39
329 401 45
182 630 75
606 328 61
472 305 32
43 216 79
502 131 60
396 953 26
79 969 67
686 168 89
192 247 97
631 576 98
527 759 80
501 717 9
562 189 14
593 584 31
171 439 14
482 835 20
908 915 89
374 601 9
215 794 57
511 777 33
208 304 44
239 806 13
247 368 55
561 313 39
91 837 78
456 671 14
775 579 81
416 306 82
224 521 28
280 384 5
265 944 10
360 183 16
173 431 36
527 992 1
817 435 90
195 891 62
760 667 41
592 83 99
673 659 72
901 940 56
905 557 52
214 917 36
681 90 67
868 969 11
369 787 46
58 334 89
771 446 56
64 38 91
662 711 51
486 964 43
693 870 52
845 436 69
180 470 12
298 690 33
408 411 20
305 822 6
93 593 52
901 657 90
143 672 54
45 158 18
239 851 40
990 48 29
11 580 99
474 878 89
906 638 53
478 943 75
383 389 68
735 642 26
124 785 98
577 831 8
347 70 11
986 413 60
414 424 40
664 250 71
605 156 9
957 986 5
131 370 46
250 105 88
675 581 25
124 511 56
731 858 79
542 196 44
401 611 68
192 275 70
214 232 78
875 189 65
831 672 35
176 923 92
515 598 25
639 75 88
595 806 98
325 700 95
468 453 6
387 646 33
556 860 66
585 87 7
249 918 80
635 94 3
478 609 53
255 601 28
542 548 87
40 873 87
734 693 41
391 80 39
323 988 51
840 573 39
547 175 57
926 162 52
228 993 13
832 248 14
160 142 62
998 182 87
184 268 80
824 659 12
814 335 52
665 175 78
603 74 5
459 0 67
762 580 60
27 413 60
892 925 3
306 923 85
592 459 6
924 284 65
687 450 52
439 115 28
116 718 2
320 530 55
38 644 87
398 23 100
357 916 77
459 222 52
96 166 12
1 90 48
917 130 98
169 569 14
948 37 84
801 709 66
7 747 11
794 497 34
345 207 50
822 18 24
573 114 91
136 467 33
983 385 63
281 906 84
694 854 21
529 7 30
895 15 78
905 809 27
290 154 34
592 328 53
467 254 19
157 390 87
642 374 24
256 7 82
792 53 88
12 582 95
294 829 62
323 86 71
849 377 78
583 321 6
687 788 12
905 298 55
943 292 81
718 548 88
399 340 41
286 705 75
533 999 5
794 322 91
217 523 20
794 458 41
51 145 30
915 403 80
169 346 72
149 417 20
136 816 13
528 455 18
854 988 69
10 782 43
901 351 66
872 145 77
165 549 22
894 464 77
273 633 24
296 782 41
515 270 9
779 150 64
748 4 4
68 15 39
710 268 90
228 140 36
204 657 37
677 903 1
554 176 86
129 824 68
121 340 90
929 471 40
545 220 44
148 288 11
886 351 79
976 579 72
563 135 29
699 164 33
651 718 61
236 199 86
955 320 78
944 602 49
83 147 21
578 647 10
89 534 13
219 862 44
490 425 79
771 476 95
955 479 66
315 715 65
852 670 38
729 966 92
430 49 39
350 979 38
911 68 24
823 288 86
18 130 63
996 253 91
843 208 70
408 876 85
172 728 7
961 810 73
352 240 22
242 942 54
780 206 22
203 381 62
841 400 45
903 748 98
794 591 7
163 999 83
600 524 63
706 485 73
779 838 65
252 432 60
705 212 66
579 768 99
740 609 99
736 512 100
986 658 91
444 174 43
778 774 19
840 480 4
65 611 94
529 864 27
288 921 39
605 500 59
304 593 68
754 329 81
953 315 91
96 759 65
590 537 39
608 730 72
463 795 83
157 676 99
635 965 21
325 922 21
784 578 14
851 333 96
783 638 63
374 86 23
138 28 12
29 988 94
400 452 89
382 961 66
581 596 83
53 921 57
673 705 36
239 909 21
134 692 11
696 418 98
370 909 78
934 938 67
227 338 19
668 72 80
785 5 76
219 58 49
575 84 55
862 323 16
482 809 8
93 505 27
142 228 36
219 162 26
285 741 16
155 761 88
986 546 46
61 117 56
762 693 40
816 555 15
483 390 24
490 483 82
268 625 10
955 196 24
580 834 17
895 341 79
635 328 77
732 741 47
887 503 40
479 671 47
745 154 37
469 645 72
402 265 49
211 221 46
886 153 32
654 401 73
832 388 1
261 120 43
807 359 98
398 190 70
896 936 24
785 757 21
156 159 39
505 722 60
402 960 65
485 614 66
557 799 6
310 60 78
804 219 90
801 969 80
822 865 68
646 650 77
818 807 88
256 664 62
267 418 22
432 255 37
349 164 36
7 474 48
784 630 67
273 784 36
305 606 53
624 604 4
701 423 63
640 31 79
302 299 97
923 83 52
511 784 16
546 791 43
345 576 25
363 201 9
350 858 16
203 483 72
58 536 95
720 176 79
398 478 78
846 754 13
549 265 97
416 164 89
758 509 17
83 225 70
543 575 29
258 778 12
930 836 100
376 908 76
854 658 7
983 504 13
195 53 78
544 822 94
684 580 56
400 15 81
669 559 56
797 169 87
760 451 23
259 180 84
287 386 42
145 722 47
757 269 52
986 813 74
380 497 7
635 249 74
115 919 85
170 68 7
356 181 10
731 440 42
366 79 29
307 224 3
105 981 72
309 320 86
334 700 35
292 687 85
266 802 56
502 324 76
908 33 57
470 116 50
211 482 29
339 141 6
541 247 39
365 908 59
2 242 59
136 535 98
872 153 100
527 655 77
955 916 62
211 738 78
612 949 12
93 641 53
798 534 100
836 899 60
547 901 3
605 390 90
55 262 43
954 142 50
882 97 18
843 660 56
272 625 58
183 718 99
588 868 85
239 56 85
799 603 38
601 561 28
290 616 43
484 922 85
333 805 34
451 0 46
658 273 71
815 808 89
965 396 9
650 636 66
586 435 69
423 388 82
3 678 98
845 162 21
181 847 78
966 650 78
411 309 3
482 476 64
622 442 12
631 92 48
48 30 35
716 453 23
650 808 53
847 5 67
967 186 15
596 152 17
226 564 26
128 398 55
543 20 97
355 651 41
154 51 71
389 768 76
363 770 85
368 617 90
534 937 29
900 533 33
917 759 49
594 240 47
748 783 20
696 490 71
88 645 23
158 386 43
386 749 13
70 469 82
111 356 19
691 256 5
424 525 16
72 472 56
471 220 92
890 269 82
312 357 79
786 868 65
380 254 15
744 676 36
726 139 92
996 831 49
152 255 26
68 679 98
575 502 71
218 392 40
352 57 97
130 843 65
295 224 71
561 320 47
296 46 87
388 395 70
88 547 25
313 967 56
11 895 59
281 113 3
172 465 60
68 948 56
185 243 32
555 156 52
954 452 51
140 192 46
509 280 45
485 946 13
492 957 60
2 590 73
905 762 91
216 182 39
371 367 34
454 275 90
506 229 94
956 721 87
153 582 67
897 67 13
961 911 22
920 914 64
345 171 78
235 739 61
425 463 80
858 917 55
799 423 84
192 731 5
778 884 39
645 782 58
809 95 70
931 16 36
994 713 59
524 948 98
884 725 13
315 583 83
670 382 58
605 574 90
262 705 74
500 350 8
158 511 56
727 442 72
914 789 37
272 665 85
721 549 10
986 864 45
168 886 79
125 492 5
166 754 10
740 606 12
799 764 24
954 843 18
477 757 59
713 381 24
249 103 25
510 89 90
706 609 28
284 734 72
141 901 26
350 993 85
614 144 49
37 451 93
606 280 2
965 994 84
988 595 39
913 458 80
54 164 89
433 801 75
305 294 28
930 996 21
514 610 18
215 999 69
759 606 49
60 571 95
743 911 43
233 176 53
812 230 17
352 16 70
627 321 64
506 251 13
379 118 23
396 685 23
216 444 81
316 504 52
763 600 15
805 833 92
657 998 74
25 350 90
547 329 11
362 836 15
174 215 85
949 963 70
371 179 14
751 847 70
54 610 70
620 767 56
363 776 54
337 802 56
678 701 38
341 63 26
607 590 93
991 539 56
412 262 87
277 365 34
646 771 45
968 391 12
123 755 89
628 444 43
483 474 44
372 167 59
97 774 1
389 117 40
644 529 2
782 806 19
416 805 90
660 773 82
23 896 89
163 524 33
105 359 59
100 732 27
511 181 1
511 571 71
51 567 100
204 350 59
723 766 64
12 778 37
45 153 85
833 317 61
417 774 20
828 875 4
54 738 38
406 249 9
876 652 28
228 857 30
386 932 48
701 296 78
789 694 32
125 879 49
985 649 75
556 477 50
212 883 88
49 289 90
809 518 42
136 98 51
518 484 35
665 537 32
943 326 26
374 803 57
474 788 6
348 344 35
450 556 18
289 957 60
730 766 78
472 255 76
422 773 12
657 790 1
540 733 79
117 459 82
573 285 70
31 986 66
965 436 75
783 77 32
242 808 51
571 632 6
998 406 31
261 63 21
413 955 7
891 72 66
172 998 52
593 29 38
358 346 26
384 129 55
16 723 63
766 646 47
123 996 54
253 609 69
525 22 25
531 265 49
997 437 99
100 382 80
189 93 27
714 477 8
20 845 84
135 963 82
881 86 79
34 691 40
603 217 63
479 748 28
779 745 18
78 197 52
757 386 45
135 452 75
643 473 20
578 608 84
159 489 22
737 524 14
277 479 31
191 958 79
370 737 77
339 167 74
691 277 13
135 412 65
761 407 38
881 985 46
316 145 36
837 234 12
402 863 43
832 406 1
363 777 90
991 116 10
464 159 87
28 295 99
693 56 59
830 289 44
576 957 41
163 795 28
274 549 43
216 382 50
468 97 79
809 88 47
318 904 7
456 933 54
7 626 62
965 808 4
260 384 61
53 547 8
80 173 58
674 741 92
323 561 89
453 371 29
700 41 85
106 498 70
511 857 96
972 822 57
75 434 41
136 487 41
343 919 66
452 946 8
943 269 69
531 75 92
911 775 86
196 233 36
117 744 93
665 68 67
21 144 1
761 632 41
753 327 12
271 780 58
530 723 80
350 607 55
542 870 82
479 418 15
914 536 11
206 201 79
24 222 75
924 335 7
16 441 87
380 712 67
689 242 42
268 592 49
274 486 72
55 965 90
69 231 26
179 437 27
358 813 49
384 90 85
691 106 26
677 838 90
795 528 32
636 796 76
437 71 63
108 478 80
197 548 12
175 79 1
1 789 15
402 174 5
786 217 63
963 246 2
204 41 30
335 29 78
762 818 1
324 278 80
556 828 80
667 3 11
567 4 1
281 406 27
437 544 44
700 859 42
153 63 83
782 750 64
559 513 35
112 189 13
791 745 41
722 764 44
732 684 1
884 317 59
210 755 56
105 807 15
246 960 31
780 742 33
696 653 98
430 117 40
442 260 37
635 982 2
478 67 86
30 951 55
989 514 10
844 619 17
910 218 29
392 350 71
977 46 77
74 476 94
65 271 55
802 906 89
655 736 56
192 767 8
46 756 74
8 952 93
424 862 63
153 607 14
975 584 60
803 10 89
749 76 60
955 230 66
143 885 54
751 429 21
310 475 29
383 483 81
427 260 96
690 765 55
303 92 39
314 248 49
802 349 77
913 304 7
930 799 92
684 550 73
204 212 49
833 595 84
765 23 96
912 713 13
666 368 58
4 682 6
705 837 55
481 750 11
840 681 62
83 365 13
756 921 25
904 106 73
239 872 96
187 784 61
899 803 29
408 807 63
813 864 100
919 698 3
681 538 84
243 621 1
707 377 22
383 633 29
655 225 1
950 412 37
662 663 40
742 72 100
505 237 64
456 157 14
158 190 52
893 433 74
993 140 3
15 524 37
495 179 62
847 482 26
983 144 89
275 887 61
726 744 51
41 552 60
55 63 50
606 956 84
131 950 24
34 317 48
570 812 80
683 11 62
208 994 58
396 621 97
9 699 93
211 741 46
570 148 9
119 754 17
102 238 19
578 272 36
225 194 100
404 229 11
417 437 58
927 185 31
323 546 31
816 757 24
213 327 72
673 447 78
89 901 16
808 479 40
843 57 86
395 813 15
605 231 4
514 510 90
45 833 88
627 1 46
950 566 25
421 239 24
998 329 26
814 137 57
605 332 14
591 727 28
157 685 11
161 199 21
702 596 6
141 223 60
338 173 26
863 946 66
538 945 95
115 111 32
172 716 64
637 659 44
564 817 29
426 330 80
446 32 77
4 525 52
563 864 26
688 727 72
53 265 69
99 733 80
930 905 49
446 542 8
689 459 77
617 885 7
96 684 91
524 688 17
176 603 81
353 643 60
476 697 77
545 148 10
76 79 15
324 877 10
584 566 69
660 535 6
419 983 42
209 508 82
877 684 85
409 389 29
668 865 78
545 762 26
506 839 57
373 515 34
782 451 52
2 112 87
459 883 71
601 444 31
782 322 67
919 731 56
347 752 73
176 649 36
801 155 27
210 880 94
143 14 46
995 16 10
733 828 93
455 429 37
685 563 11
951 482 43
606 181 95
479 357 96
466 511 51
644 721 32
337 864 98
482 211 15
443 297 95
935 752 76
224 790 39
834 741 22
176 700 3
622 531 13
69 997 24
672 641 45
155 330 61
652 813 25
518 256 74
212 544 26
687 768 16
726 602 10
599 131 10
653 105 41
65 175 90
988 847 83
984 2 13
197 6 78
621 525 87
694 737 31
871 425 51
839 503 5
548 102 88
309 107 94
249 173 21
890 513 20
172 850 74
784 47 80
562 20 5
948 714 95
230 937 20
280 776 75
284 676 29
772 985 36
717 586 61
189 476 27
508 648 77
533 785 76
564 699 96
769 999 62
63 229 99
134 861 28
708 497 4
736 621 90
223 690 28
884 879 5
410 739 5
138 272 42
265 837 41
60 958 92
273 373 21
423 507 34
350 567 32
306 655 53
247 878 44
774 762 75
778 524 15
135 14 39
276 279 28
469 691 38
660 316 11
433 740 70
66 442 37
549 748 92
654 995 23
449 122 85
123 252 62
889 387 76
928 16 8
507 837 51
45 497 68
307 930 8
77 349 50
765 898 51
109 552 98
331 1 20
667 477 25
528 366 12
756 646 80
263 506 17
813 551 67
32 210 49
639 287 98
41 53 49
191 162 1
688 493 55
660 160 84
884 41 50
847 797 49
179 412 55
995 577 58
661 610 68
962 601 56
259 642 61
807 185 75
260 226 20
66 886 32
349 122 73
350 321 22
998 500 86
504 848 16
561 509 78
181 823 31
88 83 74
48 242 59
874 854 37
193 272 23
376 973 97
249 324 19
622 674 19
760 179 67
827 92 29
504 273 4
134 361 87
759 761 82
570 635 88
606 180 13
881 557 86
277 158 62
347 780 37
918 892 68
984 719 60
264 223 86
368 710 99
906 469 61
647 379 99
828 991 80
737 576 57
895 838 5
27 126 23
920 593 59
991 504 76
567 41 96
277 940 54
98 952 46
490 599 25
488 779 68
367 868 96
875 763 86
731 143 12
505 63 57
616 406 14
991 973 55
438 250 47
143 701 99
888 191 51
364 31 82
183 398 51
579 273 66
164 357 9
876 862 72
884 478 79
397 821 4
304 611 55
150 755 8
949 995 99
51 712 30
932 895 80
34 474 5
900 639 62
908 867 25
332 103 55
162 501 77
965 157 88
371 307 95
478 608 91
776 659 55
457 944 50
536 978 25
593 230 16
654 139 35
930 823 90
685 985 91
261 950 48
800 674 8
95 152 16
737 281 28
91 738 24
692 627 54
768 220 85
483 226 76
769 157 99
159 842 84
401 455 86
801 607 60
508 54 13
175 791 46
854 234 84
477 927 63
431 695 35
967 531 62
642 652 71
492 811 13
975 565 20
760 366 27
572 226 82
536 753 25
781 608 12
116 437 39
79 220 86
965 187 69
78 181 22
348 673 85
812 648 50
731 761 68
610 685 94
543 221 100
267 2 8
578 118 45
168 549 66
454 867 5
622 945 87
795 294 12
780 458 61
329 190 74
597 152 11
442 695 32
41 962 34
600 893 4
597 61 6
462 867 73
218 842 70
804 637 16
416 417 75
28 99 17
753 48 69
163 842 64
146 884 78
131 836 71
234 433 85
591 247 4
815 466 46
985 622 36
800 390 5
74 770 4
890 875 4
858 38 47
873 536 83
851 667 19
73 254 5
709 845 52
213 13 70
910 998 93
597 798 35
702 873 6
257 115 81
861 326 72
307 551 60
341 402 28
859 828 34
515 889 31
67 454 44
788 365 42
132 962 41
867 664 66
724 274 33
456 135 59
579 794 11
239 135 65
918 346 45
851 862 35
981 281 89
125 69 6
266 202 21
558 69 85
75 145 11
60 601 46
18 181 92
880 420 27
497 338 26
293 541 88
979 522 69
120 999 90
625 266 92
445 176 13
282 604 58
392 664 60
990 34 93
381 267 65
260 116 3
485 409 96
572 389 18
292 509 18
81 486 36
425 284 64
837 566 68
747 310 84
906 652 71
950 34 38
414 646 54
568 131 63
263 55 4
480 347 65
49 780 52
884 205 36
248 395 54
567 142 16
903 400 69
273 350 55
910 764 53
663 332 84
177 947 39
433 427 38
197 477 70
448 713 76
335 313 23
140 881 65
608 136 65
728 409 67
234 319 31
386 334 15
21 863 62
359 296 41
748 494 70
917 294 84
644 982 49
766 474 82
30 82 18
46 162 27
412 396 46
894 134 32
60 155 96
173 866 92
714 614 38
83 884 85
518 880 67
267 647 41
248 29 76
366 428 38
244 192 87
90 87 21
973 499 77
368 673 95
412 387 10
949 822 46
133 693 26
651 960 25
644 560 7
719 278 35
308 523 27
294 965 66
767 938 66
395 307 39
889 71 78
350 20 100
695 506 93
273 157 5
849 801 18
455 872 96
489 181 71
68 827 36
85 946 27
602 341 34
792 231 57
369 933 29
121 629 35
565 254 45
322 103 98
639 559 71
586 400 4
57 820 83
844 906 30
570 860 71
955 653 54
411 22 88
240 495 69
574 413 23
770 735 78
768 726 89
990 312 42
745 721 62
327 566 20
208 136 81
79 92 86
884 503 60
271 95 56
991 22 21
965 792 56
43 912 34
383 254 46
124 351 20
38 679 86
209 239 74
889 318 66
926 555 22
986 826 17
893 818 91
213 135 84
620 178 48
753 562 3
550 38 54
69 76 85
506 286 25
80 527 95
97 454 50
618 792 29
587 685 99
929 898 34
712 518 65
112 623 79
766 173 17
771 595 94
456 101 32
732 181 59
678 631 65
180 601 57
860 188 42
358 470 92
343 182 62
507 646 37
585 412 11
54 184 58
247 992 59
430 76 93
788 754 24
305 286 25
261 146 66
255 856 36
498 200 70
260 59 17
996 997 29
258 51 65
467 650 57
426 80 33
270 220 40
745 525 26
821 139 25
438 746 81
525 244 33
795 856 93
63 205 42
743 815 45
608 283 95
816 61 27
101 331 99
140 428 77
817 249 16
641 40 14
322 565 10
554 360 67
198 775 24
839 519 39
883 479 22
929 295 83
407 396 66
106 888 46
682 706 48
749 347 88
914 21 53
323 576 66
941 126 41
764 318 12
403 201 43
676 483 91
11 890 87
676 348 28
122 30 34
169 131 33
608 45 55
260 369 83
625 662 9
118 427 79
481 182 33
324 210 16
814 221 58
52 250 7
179 372 89
364 893 21
249 501 18
155 113 39
989 91 2
949 561 29
228 42 63
60 718 73
375 532 95
284 585 45
542 116 69
831 833 14
603 434 67
420 589 32
311 578 23
512 879 84
492 107 79
654 167 97
378 894 30
972 179 67
168 721 35
88 904 20
253 507 54
271 280 95
403 591 25
625 455 5
761 947 64
939 601 32
187 979 26
968 304 57
334 824 31
521 265 35
892 518 95
698 790 75
92 193 18
769 170 73
325 283 20
988 222 73
171 762 4
897 730 60
505 417 85
835 938 50
422 830 20
516 528 10
242 973 55
911 94 26
683 419 9
754 407 84
778 579 46
781 828 76
441 685 45
277 521 83
26 943 66
645 811 46
407 53 19
361 316 65
838 351 84
247 105 44
582 235 75
679 368 3
506 161 40
751 438 61
285 816 56
650 814 19
248 221 24
818 934 40
483 773 91
566 372 48
409 306 83
535 985 4
137 491 65
777 242 4
289 528 20
97 530 86
67 778 59
91 597 94
430 432 19
473 998 43
620 760 49
355 295 34
458 785 25
722 914 20
777 555 100
649 652 30
334 720 61
945 163 10
138 593 42
808 418 92
850 391 52
198 98 100
883 556 85
59 630 51
478 760 6
129 409 11
311 95 31
271 40 46
532 178 91
873 338 10
564 540 1
368 738 99
467 973 7
703 33 89
853 863 49
558 993 58
268 656 54
50 279 94
995 811 25
886 36 15
547 952 56
599 320 46
749 139 20
455 842 5
495 695 20
944 606 65
153 226 21
458 277 100
804 624 11
680 862 47
894 409 100
649 8 72
847 109 12
18 564 6
222 412 54
641 356 60
758 861 86
178 320 15
230 476 92
740 156 54
639 402 16
490 404 76
13 251 86
676 269 2
182 843 14
735 836 22
246 594 84
983 773 56
350 355 84
341 95 40
546 86 94
161 928 98
137 294 49
574 970 70
575 504 65
989 591 2
462 837 96
797 173 21
452 523 76
935 216 24
926 762 62
320 924 43
117 413 37
518 987 59
539 562 64
404 903 55
105 366 45
752 163 18
173 968 93
300 255 9
875 534 71
537 854 95
479 323 60
67 193 47
625 85 10
688 489 65
695 946 31
539 698 47
556 223 67
448 876 22
556 751 56
778 640 62
925 471 38
484 538 83
31 516 68
492 556 57
856 251 55
939 790 6
537 698 29
103 146 57
276 54 9
984 833 49
897 758 21
134 242 11
917 625 27
784 117 84
493 326 35
147 617 78
852 154 76
133 609 23
289 237 29
549 221 62
450 119 72
822 605 67
732 522 92
159 659 62
494 504 40
80 651 57
457 856 63
